latitude,longitude,gravity,height,disturbance,terrain_effect,topo_free_disturbance
23.666666666666657,-18.333333333333343,975791.025,10000.0,5.796157110948116,-130.46011228448018,136.2562693954283
23.666666666666657,-18.166666666666686,975789.825,10000.0,4.596157110878266,-125.22013338106066,129.81629049193893
23.666666666666657,-18.0,975787.625,10000.0,2.3961571109248325,-118.51370854565788,120.90986565658271
23.666666666666657,-17.833333333333343,975786.525,10000.0,1.2961571109481156,-109.81292850908144,111.10908562002956
23.666666666666657,-17.666666666666686,975790.425,10000.0,5.196157110971399,-98.48251763090754,103.67867474187894
23.666666666666657,-17.5,975798.625,10000.0,13.396157110924833,-81.33755118643838,94.73370829736321
23.666666666666657,-17.333333333333343,975807.225,10000.0,21.99615711090155,-63.06731935391149,85.06347646481305
23.666666666666657,-17.166666666666686,975814.525,10000.0,29.296157110948116,-47.33256412493257,76.62872123588068
23.666666666666657,-17.0,975822.725,10000.0,37.49615711090155,-33.21309998216445,70.709257093066
23.666666666666657,-16.833333333333343,975831.425,10000.0,46.1961571109714,-18.68713384131063,64.88329095228202
23.666666666666657,-16.666666666666686,975835.225,10000.0,49.99615711090155,-11.667779998757286,61.66393710965883
23.666666666666657,-16.5,975830.125,10000.0,44.89615711092483,-8.665498142612153,53.56165525353698
23.666666666666657,-16.333333333333343,975819.525,10000.0,34.296157110948116,-6.976721266414848,41.272878377362964
23.666666666666657,-16.166666666666686,975809.625,10000.0,24.396157110924833,-5.632414293631542,30.028571404556374
23.666666666666657,-16.0,975803.325,10000.0,18.096157110878266,-4.0362471032907195,22.132404214168986
23.666666666666657,-15.833333333333343,975800.725,10000.0,15.49615711090155,-1.2533777785671099,16.74953488946866
23.666666666666657,-15.666666666666686,975802.525,10000.0,17.296157110948116,2.1968649923081216,15.099292118639994
23.666666666666657,-15.5,975810.025,10000.0,24.796157110948116,5.398285208114921,19.397871902833195
23.666666666666657,-15.333333333333343,975822.325,10000.0,37.096157110878266,9.322821972331637,27.773335138546628
23.666666666666657,-15.166666666666686,975837.725,10000.0,52.49615711090155,12.728429144961568,39.76772796593998
23.666666666666657,-15.0,975854.025,10000.0,68.79615711094812,15.738378450067323,53.05777866088079
23.666666666666657,-14.833333333333343,975867.425,10000.0,82.1961571109714,18.99617525371295,63.19998185725845
23.666666666666657,-14.666666666666686,975872.625,10000.0,87.39615711092483,21.437494655428015,65.95866245549682
23.666666666666657,-14.5,975867.825,10000.0,82.59615711087827,20.203855018793924,62.39230209208434
23.666666666666657,-14.333333333333343,975857.725,10000.0,72.49615711090155,21.224070597292688,51.27208651360886
23.666666666666657,-14.166666666666686,975849.025,10000.0,63.796157110948116,24.461775820043066,39.33438129090505
23.666666666666657,-14.0,975844.325,10000.0,59.096157110878266,26.214251895515318,32.88190521536295
23.666666666666657,-13.833333333333343,975842.025,10000.0,56.796157110948116,27.341079495670797,29.455077615277318
