,Unnamed: 0,Island,Station ID,latitude,longitude,height_geoid,height_ell,Precision,obsG,gamma,G_disturbance,terrain_effect,topo_free_disturbance
21,21,Tenerife,933002,28.451666666666664,-16.27138888888889,105.2885,149.7321,,979369.81,979159.370639273,210.4393607270904,0.0712059557075024,210.36815477138288
22,22,Tenerife,933003,28.446944444444444,-16.274444444444445,118.7142,163.2024,,979364.31,979154.855742696,209.4542573040817,0.521450355578531,208.93280694850316
23,23,Tenerife,934001,28.45027777777777,-16.2775,169.9857,214.5148,,979356.11,979139.270166468,216.83983353199437,6.20898455960938,210.630848972385
24,24,Tenerife,934002,28.449166666666667,-16.280833333333334,172.0708,216.6467,,979356.12,979138.5281123259,217.59188767406158,4.405253078007118,213.18663459605446
25,25,Tenerife,934003,28.448055555555555,-16.283611111111114,214.0944,258.7093,,979347.22,979125.4616346789,221.7583653210895,10.360283784015571,211.39808153707395
26,26,Tenerife,934004,28.447777777777777,-16.283333333333335,214.9611,259.5724,,979347.03,979125.1742347219,221.8557652781019,10.8984169650613,210.9573483130406
27,27,Tenerife,934005,28.446666666666665,-16.289166666666667,257.0595,301.7492,,979338.56,979112.0727749389,226.4872250611661,15.194845545631017,211.2923795155351
28,28,Tenerife,934006,28.45027777777777,-16.291111111111114,297.1634,341.8755,,979333.01,979099.9616054309,233.0483945690794,18.603563663631164,214.4448309054482
29,29,Tenerife,934007,28.45694444444444,-16.29361111111111,341.3372,386.0678,,979326.52,979086.8269875892,239.69301241077483,23.86589484388326,215.82711756689156
30,30,Tenerife,934008,28.460555555555555,-16.297500000000003,375.3891,420.1617,,979321.15,979076.5780885303,244.57191146968398,27.45575261191895,217.11615885776504
31,31,Tenerife,934009,28.460555555555555,-16.297500000000003,378.1839,422.9565,,979320.72,979075.7155608098,245.0044391901465,27.445958399026225,217.5584807911203
32,32,Tenerife,934010,28.46611111111111,-16.303055555555556,432.271,477.0955,,979312.58,979059.4278428964,253.1521571035264,32.953664415249584,220.19849268827681
33,33,Tenerife,934011,28.47083333333333,-16.30777777777778,467.3186,512.1703,,979309.14,979048.96083203,260.17916796996724,36.3022347712928,223.87693319867444
